,Pop. Dens,% Poverty,MHI,% White,% Black,% Indigenous,% Asian,% Hawaiian/PI,% Hispanic,% Non-white,Age 0-29,Age 30-59,Age 60+,Local GDP
828,37.78472251352825,16.4,51414.0,0.6921454343602553,0.27760199833472105,0.017929503191784622,0.013710796558423536,0.0022203719122953092,0.06877601998334723,0.3078545656397447,0.3146266999722453,0.3438245906189287,0.34154870940882603,362088.0
829,617.9959311747872,15.2,50283.0,0.4865336867066537,0.4576872646115218,0.017480820198075047,0.04803459338819919,0.00441344678476775,0.09417213000418467,0.5134663132933464,0.4375282466173804,0.3717505928302413,0.19072116055237825,12053270.0
830,30.539227730631836,17.3,42879.0,0.6776519371209309,0.2980566901844288,0.013832157445228371,0.010768659487560341,0.0022279985146676567,0.09144077237281842,0.32234806287906914,0.32473078351281104,0.3442876593637827,0.3309815571234064,2794309.0
831,152.33533426527427,9.4,63681.0,0.8224609322285499,0.1497665380151683,0.01203746187687242,0.016814660872850936,0.0020782165123748348,0.055518069687727725,0.17753906777145012,0.3443901649078297,0.37839734420123616,0.2772124908909341,930221.0
832,37.85764857773521,6.9,73463.0,0.8068573524019068,0.16916024935826915,0.01122112211221122,0.015108177484415109,0.0019801980198019802,0.03843050971763843,0.1931426475980932,0.3288962229556289,0.3935826916024936,0.27752108544187754,766325.0
833,103.79808870374909,6.9,88475.0,0.8800755429650614,0.10184810468096588,0.00957776878456765,0.009173074328881694,0.001821125050586807,0.023168757588021043,0.1199244570349386,0.3055443140428976,0.4284028058815593,0.2660528800755429,675129.0
834,339.20569964965995,22.3,48747.0,0.4771737054974049,0.4837612178652641,0.01264125397073374,0.031592285927546045,0.002799041816382857,0.07292697321599055,0.5228262945025951,0.4085255776007221,0.3929247166241386,0.19854970577513928,18851790.0
835,59.3394957805237,15.3,53522.0,0.8957924413832483,0.08930801898576067,0.008297348417258484,0.007048285214660433,0.000838656721744406,0.028781984939866532,0.10420755861675167,0.3152813960957853,0.3601762963491667,0.32454230755504804,1320061.0
836,10.716715273895561,13.5,51131.0,0.7869398529319339,0.20061592608886933,0.007227704104078939,0.006159260888693357,0.000754195210860411,0.01885488027151028,0.21306014706806609,0.3453585569731633,0.3702469989315568,0.28439444409528003,286994.0
837,535.4515826203567,16.4,126008.0,1.7561307438463407,0.1675937861293802,0.01592746463406819,0.06265621690188294,0.002535901819346465,0.06875252747064013,0.24386925615365904,0.7121309093452928,0.7385669195719415,0.5493021710827657,5793223.0
838,14.870713884204607,12.7,54871.0,0.8008883008883009,0.17973917973917974,0.01219051219051219,0.007938007938007937,0.0014175014175014176,0.029106029106029108,0.19911169911169915,0.2627102627102627,0.3245133245133245,0.4127764127764128,331211.0
839,1305.775895263766,14.5,43096.0,0.6117778891805019,0.3726224528913922,0.007755595529474211,0.009554421869010057,0.0008551797351891718,0.021998761463831798,0.3882221108194981,0.3311609802129103,0.342897584854472,0.3259414349326178,1263884.0
840,327.14615521221805,10.9,69753.0,0.5210513744734442,0.44379424154253705,0.010759108872193512,0.029041994180744345,0.0024319277370043863,0.04668432709428063,0.4789486255265558,0.3818777956312155,0.40614278889998706,0.2119794154687975,4409998.0
841,153.67121928064384,6.1,93462.0,0.8702507652129959,0.09484428968577124,0.011948555221701159,0.024585100109516717,0.00202184718205049,0.09157282862037013,0.12974923478700404,0.3630338940215102,0.3981634888096374,0.2388026171688523,2648940.0
842,35.808397491864426,15.9,49399.0,0.6675163471129336,0.3113155269865898,0.012745206694004212,0.010639476892386123,0.0012191067272525767,0.07292474786656322,0.3324836528870664,0.3124238058295467,0.4116147622741882,0.2759614318962651,261629.0
843,22.90171219042292,8.7,71035.0,0.9236092265943012,0.05183175033921303,0.011668928086838537,0.013297150610583446,0.0018995929443690641,0.043826322930800535,0.07639077340569878,0.2782903663500679,0.3514246947082768,0.3702849389416554,248247.0
844,166.67574117804443,22.3,129140.0,1.7196654823519637,0.20050461014187787,0.026146464003446904,0.05693905022758958,0.003954800701316533,0.2758099902360557,0.2803345176480362,0.7737956556920397,0.760606637919095,0.4655977063888654,5656457.0
845,10.507543687623494,11.4,52510.0,0.954976036086834,0.019960530025373555,0.009923879334649,0.015111361714124612,0.0010431350436989006,0.022272342824922468,0.0450239639131661,0.33042007330138146,0.35418663659430505,0.3153932901043135,1523183.0
846,27.403130167837663,12.5,50368.0,0.9607575100856868,0.013636515186876938,0.01420331410662488,0.011902777314706766,0.0007335044843796884,0.016537192011469342,0.03924248991431334,0.33294435368252595,0.3657853499149801,0.3012702964024939,1024166.0
847,59.18410041841005,8.9,68878.0,0.944639312613862,0.020420371427794543,0.010495690241183348,0.026320798325040102,0.001305163553307774,0.022867553090246618,0.055360687386138085,0.3516871958017239,0.36313456780052733,0.2851782363977486,1519836.0
848,83.93665483495481,10.8,61808.0,0.9579345648787002,0.016059168963687104,0.012172781591877964,0.014706637675700662,0.0009245150576109848,0.019996918283141298,0.04206543512129979,0.33917718159872623,0.3836566282593436,0.2771661901419302,3403063.0
849,22.315882094148698,11.0,60230.0,0.958717766737639,0.017664222064505953,0.013957889756328366,0.010014983045501144,0.0011434429461398942,0.01849223247377967,0.041282233262361016,0.3542701679678259,0.3948821070893463,0.2508477249428278,1100848.0
850,52.791357731404496,12.0,54441.0,0.9470181422007484,0.02356591350480792,0.013523755388186254,0.016721140637582302,0.001492113116384823,0.024394865236132823,0.052981857799251575,0.3047700251053953,0.3694756288190991,0.3257543460755057,2176247.0
851,6178.265817023214,9.1,76530.0,0.8246271268229253,0.04888883977412118,0.036161975592416185,0.08479296283608315,0.018926375735340163,0.0824280867710601,0.17537287317707473,0.3739966773859647,0.3742729479543085,0.25173037465972675,11512963.0
852,72.77004382572828,14.0,49776.0,0.9322912053848198,0.016207598972633068,0.032902311575591175,0.017226109290585424,0.005313966876273138,0.04379594367195111,0.0677087946151802,0.3217606943583385,0.3559029315383934,0.3223363741032681,682975.0
853,1416.9689119170985,12.5,53326.0,0.9383855928329828,0.011609836365298474,0.036200749611481856,0.011884084468415759,0.003656641374897157,0.035926501508364565,0.06161440716701705,0.3223329371971844,0.3293719718438614,0.34829509095895417,481953.0
854,15.772808232733029,13.3,53700.0,0.9111668757841908,0.018318695106649942,0.029861982434127982,0.02107904642409034,0.02233375156838143,0.07904642409033877,0.08883312421580923,0.28808030112923466,0.3440401505646173,0.3678795483061481,433777.0
