model_type,ensemble,mean,std_mean,median,std_median
Excluding mobility data,False,25.514052088789064,0.17365948022569527,7.349223706220329,0.1604478905467703
Excluding mobility data,True,25.320658754397062,,7.354937708386471,
Including mobility data,False,24.867396888199018,0.17884408033784965,7.320233906743776,0.30808715419159455
Including mobility data,True,24.6165323928392,,7.062012246576278,
